gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,No,No,43,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,Mailed check,86.41,3715.6299999999997,No
Male,0,No,No,21,Yes,No phone service,No,Yes,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),26.53,557.13,No
Female,1,Yes,No,55,Yes,Yes,DSL,No internet service,No internet service,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),42.47,2335.85,No
Male,0,Yes,Yes,40,Yes,Yes,DSL,No internet service,No,No,No,Yes,Yes,Two year,No,Mailed check,103.53,4141.2,No
Male,1,Yes,No,15,Yes,No phone service,DSL,No,No,No,Yes,No internet service,No,Month-to-month,No,Electronic check,76.3,1144.5,Yes
Female,0,No,Yes,52,Yes,No phone service,DSL,Yes,No internet service,No,No,No,No internet service,Month-to-month,Yes,Electronic check,24.95,1297.3999999999999,No
Male,1,Yes,Yes,53,No,No,DSL,No internet service,No,No internet service,No internet service,No,Yes,Month-to-month,No,Electronic check,22.77,1206.81,Yes
Female,0,No,Yes,52,Yes,No phone service,No,Yes,No,Yes,No internet service,Yes,No,One year,No,Credit card (automatic),24.11,1253.72,No
Female,0,Yes,Yes,30,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,No,No internet service,Two year,No,Credit card (automatic),112.19,3365.7,No
Male,0,Yes,Yes,33,Yes,Yes,No,No internet service,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),102.99,3398.6699999999996,No
Male,0,Yes,Yes,57,Yes,No phone service,DSL,No,Yes,No internet service,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),102.49,5841.929999999999,No
Female,0,Yes,No,52,No,No phone service,Fiber optic,No,No internet service,Yes,No,No,Yes,Month-to-month,No,Electronic check,110.42,5741.84,No
Male,0,No,Yes,9,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,No internet service,No,Two year,No,Electronic check,68.53,616.77,No
Male,0,No,Yes,54,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),42.73,2307.4199999999996,No
Male,1,Yes,No,1,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No internet service,No,Two year,No,Credit card (automatic),58.13,58.13,Yes
Female,0,No,Yes,44,Yes,Yes,No,No internet service,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Electronic check,89.89,3955.16,No
Female,0,Yes,Yes,9,Yes,Yes,DSL,Yes,No internet service,No,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),105.6,950.4,No
Male,0,Yes,Yes,32,Yes,No phone service,No,No,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),61.51,1968.32,No
Female,0,Yes,Yes,15,Yes,No,DSL,No,No internet service,No internet service,Yes,Yes,No internet service,One year,No,Credit card (automatic),71.54,1073.1000000000001,No
Female,0,Yes,Yes,12,No,Yes,Fiber optic,No,Yes,Yes,No internet service,No,Yes,One year,Yes,Credit card (automatic),111.18,1334.16,No
Female,0,No,No,57,Yes,No phone service,No,Yes,No,No internet service,No internet service,No internet service,Yes,One year,No,Mailed check,28.75,1638.75,No
Female,0,Yes,Yes,8,Yes,Yes,Fiber optic,Yes,No,Yes,No,No internet service,No,One year,No,Credit card (automatic),104.23,833.84,No
Female,0,Yes,Yes,27,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,33.93,916.11,No
Male,0,No,No,62,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,No internet service,No,Month-to-month,No,Electronic check,66.39,4116.18,No
Male,0,Yes,No,12,Yes,No phone service,No,No,No internet service,No internet service,Yes,No internet service,No,Month-to-month,Yes,Electronic check,39.84,478.08000000000004,Yes
Male,0,Yes,Yes,65,Yes,No,Fiber optic,No,No,No,No,No internet service,No,One year,Yes,Electronic check,78.29,5088.85,Yes
Female,0,Yes,Yes,42,Yes,Yes,DSL,Yes,No,No,No,No internet service,No internet service,One year,No,Credit card (automatic),73.86,3102.12,Yes
Female,0,No,Yes,62,Yes,No phone service,DSL,Yes,No,Yes,No,No,No internet service,Month-to-month,No,Mailed check,56.0,3472.0,Yes
Male,0,Yes,Yes,11,Yes,No phone service,DSL,No internet service,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),104.33,1147.6299999999999,Yes
Female,0,No,Yes,43,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),83.98,3611.1400000000003,No
Male,0,Yes,Yes,17,Yes,No,DSL,No internet service,Yes,No internet service,No,No,No internet service,Two year,No,Bank transfer (automatic),90.12,1532.04,No
Male,0,Yes,No,32,No,No phone service,No,No,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),33.07,1058.24,No
Male,0,No,Yes,40,No,No,No,Yes,No internet service,No,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,106.32,2018.4899999999998,No
Female,0,Yes,Yes,23,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),34.7,798.1,Yes
Female,0,Yes,Yes,56,Yes,Yes,No,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),40.28,2255.6800000000003,No
Male,0,No,Yes,6,Yes,No,DSL,No,No internet service,No internet service,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),30.81,184.85999999999999,No
Male,0,No,Yes,50,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),62.04,3102.0,No
Male,1,No,Yes,37,No,Yes,DSL,Yes,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,106.77,3950.49,No
Male,0,No,No,64,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,43.24,2767.36,No
Female,0,No,Yes,54,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No,No,No internet service,Month-to-month,Yes,Mailed check,55.38,2990.52,No
Female,0,Yes,Yes,49,Yes,Yes,DSL,Yes,No internet service,Yes,No internet service,Yes,No internet service,Two year,No,Electronic check,102.61,5027.89,No
Male,0,No,Yes,11,Yes,Yes,No,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),79.78,877.58,No
Male,0,Yes,Yes,49,Yes,Yes,No,Yes,Yes,No internet service,No,No,No,Month-to-month,No,Electronic check,93.16,4564.84,No
Female,1,Yes,Yes,21,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,No,No,Month-to-month,No,Electronic check,39.4,827.4,No
Female,0,Yes,Yes,66,Yes,Yes,DSL,No,No internet service,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),89.65,5916.900000000001,Yes
Male,0,No,Yes,63,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Mailed check,40.76,2567.8799999999997,No
Male,0,No,Yes,28,Yes,No,Fiber optic,No,No internet service,No internet service,No,No,Yes,One year,No,Credit card (automatic),116.73,3268.44,No
Male,0,Yes,No,17,Yes,No phone service,No,No internet service,No,No,No internet service,No,No,One year,No,Bank transfer (automatic),73.99,1257.83,Yes
Female,0,No,No,6,Yes,Yes,DSL,No,No,No,Yes,No,No internet service,One year,No,Mailed check,87.56,525.36,No
Female,0,No,No,19,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No,Two year,No,Credit card (automatic),29.84,566.96,No
Female,0,No,No,56,Yes,No phone service,No,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,43.07,2411.92,No
Male,0,No,Yes,28,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No internet service,One year,No,Credit card (automatic),31.97,895.16,Yes
Male,0,Yes,No,66,No,No phone service,Fiber optic,No,No,No,No internet service,Yes,Yes,Month-to-month,No,Mailed check,57.02,3763.32,No
Female,0,Yes,Yes,38,Yes,No phone service,No,No,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),46.41,1763.58,No
Female,0,No,No,37,No,No phone service,DSL,No internet service,No internet service,No internet service,No,No,No,Two year,Yes,Electronic check,91.29,3377.73,Yes
Male,0,Yes,No,68,No,No phone service,DSL,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Two year,No,Bank transfer (automatic),28.87,1963.16,No
Female,0,No,No,49,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),93.21,4567.29,Yes
Female,0,No,No,43,Yes,Yes,No,No,No,No internet service,Yes,No internet service,No,One year,No,Electronic check,22.57,970.51,No
Male,0,Yes,Yes,36,Yes,Yes,DSL,No,No,No internet service,Yes,Yes,No internet service,Two year,No,Credit card (automatic),38.2,1375.2,No
Female,0,Yes,Yes,58,Yes,Yes,DSL,No,Yes,No,No internet service,No internet service,Yes,Two year,Yes,Credit card (automatic),97.2,5637.6,Yes
Male,0,Yes,Yes,13,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),92.28,1199.64,No
Male,0,No,Yes,52,Yes,Yes,No,Yes,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),65.63,3412.7599999999998,Yes
Male,0,Yes,Yes,58,Yes,No phone service,DSL,No,No internet service,Yes,No,Yes,Yes,One year,Yes,Mailed check,23.0,1334.0,Yes
Male,0,No,Yes,32,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No,No,One year,No,Bank transfer (automatic),78.99,2527.68,No
Male,0,Yes,No,60,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),58.67,3520.2000000000003,Yes
Male,0,Yes,Yes,58,Yes,No phone service,DSL,No internet service,Yes,No,No,No internet service,No,One year,Yes,Bank transfer (automatic),49.65,2879.7,No
Male,0,No,No,56,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,82.04,4594.240000000001,Yes
Female,1,No,No,28,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No internet service,Two year,No,Bank transfer (automatic),61.66,1726.48,No
Male,0,No,No,1,Yes,Yes,No,No,No,No internet service,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),27.24,27.24,No
Male,0,No,No,42,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,No,No,Two year,No,Credit card (automatic),109.6,4603.2,No
Female,0,No,Yes,48,Yes,Yes,No,No internet service,Yes,No internet service,Yes,Yes,No,Two year,Yes,Credit card (automatic),95.85,4600.799999999999,No
Female,1,No,No,40,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),23.64,945.6,No
Female,0,No,No,63,Yes,No phone service,No,No internet service,Yes,No,Yes,No internet service,No internet service,One year,Yes,Bank transfer (automatic),70.51,4442.13,Yes
Male,0,No,Yes,4,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No,No internet service,One year,No,Mailed check,26.34,105.36,Yes
Female,0,Yes,Yes,38,Yes,Yes,DSL,No,Yes,Yes,No internet service,No,Yes,One year,Yes,Electronic check,101.73,3865.7400000000002,No
Male,0,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No internet service,One year,Yes,Credit card (automatic),79.3,2141.1,No
Male,0,No,Yes,9,Yes,No phone service,DSL,No,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,No,Electronic check,35.24,317.16,Yes
Male,1,Yes,Yes,16,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No,No,Two year,Yes,Electronic check,20.07,321.12,No
Male,0,No,Yes,56,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),21.16,1184.96,No
Female,0,Yes,Yes,31,Yes,No,No,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),68.74,2130.94,No
Female,0,Yes,Yes,14,Yes,No,DSL,No internet service,No,Yes,No internet service,No,Yes,One year,Yes,Credit card (automatic),91.44,1280.1599999999999,No
Male,0,No,No,25,No,No phone service,Fiber optic,Yes,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),30.08,752.0,No
Male,0,Yes,Yes,34,Yes,No,DSL,No,Yes,No internet service,No,Yes,No internet service,Two year,No,Electronic check,40.13,1364.42,No
Male,0,No,Yes,67,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),50.73,3398.91,No
Female,0,Yes,Yes,24,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),39.81,955.44,No
Male,0,Yes,Yes,26,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,57.13,1485.38,Yes
Male,0,Yes,No,20,Yes,No,No,Yes,Yes,No,Yes,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),73.96,1479.1999999999998,No
Female,0,No,Yes,64,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),86.49,5535.36,No
Female,1,No,Yes,10,Yes,No phone service,No,No internet service,Yes,No internet service,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),114.38,1143.8,No
Male,0,Yes,Yes,67,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),111.08,7442.36,No
Female,1,Yes,Yes,24,Yes,Yes,No,No,No,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),75.01,1800.2400000000002,No
Female,0,No,No,5,Yes,No,No,Yes,No internet service,No,Yes,No internet service,Yes,One year,Yes,Electronic check,91.42,457.1,No
Male,0,No,No,67,Yes,No phone service,No,Yes,No,Yes,No,No,No,One year,No,Electronic check,113.09,7577.030000000001,No
Female,0,Yes,Yes,58,Yes,No,DSL,No internet service,No internet service,No,No internet service,Yes,No,One year,No,Electronic check,26.35,1528.3000000000002,No
Male,0,Yes,Yes,27,Yes,No phone service,Fiber optic,Yes,No,No internet service,Yes,Yes,No internet service,Two year,Yes,Bank transfer (automatic),18.56,501.11999999999995,No
Female,0,No,Yes,15,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Mailed check,20.98,314.7,Yes
Male,0,No,Yes,35,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),74.33,2601.5499999999997,No
Male,0,No,Yes,53,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),94.28,4996.84,No
Male,0,No,Yes,44,Yes,No phone service,DSL,No internet service,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,54.71,2407.2400000000002,Yes
Female,1,No,Yes,26,Yes,No phone service,No,Yes,No internet service,Yes,Yes,Yes,No internet service,One year,No,Bank transfer (automatic),72.52,1885.52,No
Male,1,Yes,Yes,47,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,No,Month-to-month,No,Mailed check,69.64,3273.08,No
Female,0,No,No,34,Yes,No,No,Yes,Yes,Yes,Yes,No,No internet service,One year,No,Bank transfer (automatic),27.48,934.32,No
Male,0,Yes,No,50,Yes,Yes,DSL,No internet service,No internet service,No,Yes,Yes,No internet service,Two year,No,Bank transfer (automatic),50.16,2508.0,Yes
Male,0,No,Yes,12,Yes,No phone service,No,Yes,No internet service,Yes,No,No,No internet service,One year,Yes,Mailed check,19.94,239.28000000000003,No
Female,0,Yes,No,4,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No internet service,Yes,Two year,Yes,Mailed check,29.07,116.28,No
Male,0,No,Yes,48,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,No,No,Two year,No,Mailed check,99.19,4761.12,No
Male,0,No,Yes,55,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No internet service,No,Two year,No,Mailed check,100.94,5551.7,No
Female,0,Yes,No,1,Yes,Yes,DSL,No,Yes,No internet service,Yes,No,No,One year,Yes,Mailed check,98.19,98.19,Yes
Male,1,Yes,No,66,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,No,No,Two year,No,Mailed check,90.68,5984.88,No
Male,0,No,No,30,Yes,No,DSL,No,Yes,No internet service,No internet service,No internet service,Yes,Two year,Yes,Mailed check,97.33,2919.9,No
Male,0,No,Yes,3,No,No phone service,No,Yes,Yes,Yes,No internet service,Yes,No internet service,One year,Yes,Mailed check,85.1,255.29999999999998,Yes
Male,0,No,Yes,21,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),84.98,1784.5800000000002,No
Female,0,No,No,49,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,84.74,4152.259999999999,No
Female,0,No,Yes,62,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,69.4,2018.4899999999998,No
Male,1,Yes,Yes,38,Yes,No phone service,No,Yes,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),54.33,2064.54,Yes
Female,0,Yes,Yes,15,Yes,No,Fiber optic,No,No,No internet service,Yes,Yes,Yes,One year,No,Bank transfer (automatic),91.02,1365.3,Yes
Male,1,No,Yes,52,Yes,No,DSL,Yes,No internet service,Yes,No,No,No,Month-to-month,No,Electronic check,47.86,2488.72,Yes
Female,0,Yes,Yes,46,Yes,Yes,No,No internet service,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,72.29,3325.34,No
Male,0,Yes,Yes,25,Yes,No,No,No,No,Yes,Yes,Yes,No internet service,Two year,No,Mailed check,61.34,1533.5,No
Male,0,Yes,No,21,Yes,No,No,Yes,No internet service,No,No,No internet service,No internet service,One year,Yes,Mailed check,45.66,958.8599999999999,No
Male,0,No,Yes,5,Yes,Yes,No,Yes,No internet service,No internet service,No,No,No,Month-to-month,Yes,Electronic check,115.47,577.35,Yes
Male,1,Yes,Yes,70,Yes,No phone service,No,No,Yes,No internet service,No internet service,No,Yes,One year,Yes,Electronic check,43.88,3071.6000000000004,No
Male,1,No,Yes,47,Yes,No phone service,DSL,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),48.93,2299.71,No
Male,0,Yes,Yes,68,Yes,Yes,No,No,No internet service,No internet service,No,No,No internet service,Two year,No,Credit card (automatic),34.16,2322.8799999999997,No
Female,0,No,Yes,18,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,Yes,Two year,No,Mailed check,100.3,1805.3999999999999,No
Male,0,Yes,Yes,21,Yes,No phone service,No,No internet service,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),76.66,1609.86,No
Female,1,No,No,23,Yes,No phone service,No,No,No internet service,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,79.3,1823.8999999999999,Yes
Male,0,No,Yes,64,Yes,No phone service,No,No internet service,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,100.06,6403.84,No
Female,0,Yes,No,67,Yes,No phone service,No,No internet service,Yes,No,No internet service,No,No,One year,No,Bank transfer (automatic),52.29,3503.43,No
Female,0,No,Yes,40,Yes,No phone service,No,No,No,Yes,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),37.36,1494.4,No
Female,0,No,Yes,10,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,Yes,Yes,One year,Yes,Electronic check,37.84,378.40000000000003,No
Male,0,No,Yes,52,Yes,No,DSL,No,No,Yes,Yes,No internet service,Yes,Two year,No,Credit card (automatic),91.26,4745.52,No
Male,0,No,Yes,61,Yes,No phone service,No,No,No internet service,Yes,No,No,No,One year,Yes,Bank transfer (automatic),79.41,4844.01,No
Female,1,No,No,64,Yes,No phone service,DSL,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),38.63,2472.32,No
Male,0,No,Yes,5,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),32.51,162.54999999999998,Yes
Female,0,No,Yes,53,Yes,No,No,Yes,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),30.07,1593.71,No
Male,1,No,No,55,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),80.78,4442.9,No
Female,0,Yes,No,37,Yes,No,Fiber optic,Yes,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),18.01,666.37,No
Female,1,Yes,No,56,Yes,No,No,No internet service,No internet service,No internet service,Yes,No,No,Two year,Yes,Mailed check,19.83,1110.48,Yes
Male,0,No,Yes,59,No,No,Fiber optic,No,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,56.96,3360.64,No
Female,0,No,No,69,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Electronic check,87.13,6011.969999999999,Yes
Male,1,Yes,Yes,59,Yes,No,Fiber optic,No internet service,Yes,No,No,No internet service,Yes,One year,No,Bank transfer (automatic),87.5,5162.5,Yes
Female,0,Yes,Yes,2,No,No,No,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),61.01,122.02,Yes
Female,0,Yes,Yes,65,Yes,Yes,No,No internet service,No internet service,Yes,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),87.11,5662.15,Yes
Male,0,No,Yes,60,No,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Credit card (automatic),70.11,4206.6,No
Male,0,Yes,Yes,51,No,No phone service,No,Yes,Yes,Yes,Yes,No internet service,No internet service,Two year,Yes,Credit card (automatic),115.69,5900.19,Yes
Male,0,No,Yes,30,Yes,No phone service,No,No,No,No internet service,No,Yes,No,Month-to-month,No,Bank transfer (automatic),34.25,1027.5,Yes
Female,0,No,No,11,Yes,No,Fiber optic,No,No,No,Yes,No internet service,No internet service,Two year,No,Credit card (automatic),78.07,858.77,Yes
Male,1,Yes,Yes,39,Yes,Yes,No,No internet service,Yes,No,Yes,No internet service,No,Two year,Yes,Electronic check,67.12,2617.6800000000003,No
Female,0,No,Yes,63,Yes,No phone service,DSL,Yes,Yes,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,37.45,2359.3500000000004,No
Female,0,No,Yes,64,Yes,Yes,No,No,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),93.0,5952.0,No
Male,0,No,No,61,Yes,No phone service,DSL,Yes,No,No,No internet service,No internet service,Yes,One year,No,Bank transfer (automatic),45.55,2018.4899999999998,No
Male,0,No,Yes,54,Yes,No,Fiber optic,Yes,Yes,No,No,No,No internet service,One year,No,Mailed check,56.17,3033.1800000000003,No
Female,0,Yes,Yes,58,Yes,Yes,No,No internet service,Yes,No internet service,No,No internet service,Yes,One year,No,Electronic check,55.48,3217.8399999999997,Yes
Female,1,Yes,No,56,No,Yes,Fiber optic,No,No,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),42.42,2375.52,No
Male,0,No,No,34,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),61.07,2076.38,Yes
Male,0,No,Yes,31,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No,Yes,Two year,Yes,Mailed check,65.33,2025.23,No
Male,0,Yes,Yes,52,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),92.42,4805.84,No
Male,0,No,No,1,Yes,No phone service,Fiber optic,No,No,No,Yes,No internet service,No internet service,One year,Yes,Bank transfer (automatic),94.51,94.51,No
Male,0,Yes,Yes,55,Yes,No,No,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,33.86,1862.3,No
Female,0,No,Yes,22,Yes,No phone service,DSL,Yes,Yes,No internet service,Yes,No,Yes,Two year,No,Mailed check,77.28,1700.16,Yes
Female,0,No,No,40,No,No,No,Yes,Yes,Yes,No internet service,No,Yes,One year,No,Credit card (automatic),107.62,4304.8,No
Female,0,Yes,Yes,1,Yes,Yes,No,No,Yes,No,No internet service,No internet service,No,Month-to-month,No,Electronic check,28.88,28.88,No
Female,0,Yes,Yes,65,Yes,Yes,No,No internet service,Yes,Yes,No internet service,Yes,No,One year,Yes,Electronic check,65.29,4243.85,No
Male,0,Yes,Yes,63,Yes,No,No,No,No,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,93.04,5861.52,No
Male,0,Yes,Yes,54,No,No phone service,DSL,Yes,No internet service,No,No,No internet service,No internet service,Two year,No,Electronic check,79.15,4274.1,Yes
Male,0,No,Yes,42,Yes,No,No,No internet service,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,No,Mailed check,28.06,1178.52,No
Female,0,Yes,No,21,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No internet service,One year,Yes,Mailed check,57.66,1210.86,No
Female,0,No,Yes,22,Yes,Yes,No,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),68.72,1511.84,Yes
Male,0,Yes,Yes,38,Yes,No,No,No internet service,Yes,No,No internet service,No,No internet service,Two year,No,Electronic check,117.58,4468.04,No
Male,0,Yes,Yes,8,Yes,No phone service,DSL,Yes,Yes,No internet service,No internet service,No internet service,No,Two year,Yes,Electronic check,35.86,286.88,Yes
Female,0,No,Yes,62,Yes,No phone service,DSL,Yes,No,No,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),116.24,7206.88,No
Female,0,Yes,No,47,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,No,One year,Yes,Credit card (automatic),55.61,2613.67,No
Male,0,Yes,Yes,17,Yes,No,No,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),38.03,646.51,Yes
Male,0,Yes,Yes,17,Yes,No phone service,No,Yes,No internet service,Yes,No,No,No internet service,Two year,No,Bank transfer (automatic),59.41,1009.9699999999999,Yes
Female,1,Yes,Yes,13,Yes,Yes,No,Yes,Yes,No internet service,No,No,No internet service,One year,Yes,Credit card (automatic),79.4,1032.2,No
Male,0,No,Yes,17,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No,Two year,No,Credit card (automatic),39.35,668.95,No
Male,0,No,Yes,38,Yes,No phone service,DSL,Yes,No internet service,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),47.14,1791.32,Yes
Male,0,Yes,No,45,Yes,No phone service,Fiber optic,Yes,No,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,103.45,4655.25,No
Female,0,Yes,No,6,Yes,Yes,No,No,No,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,117.9,707.4000000000001,No
Female,0,Yes,Yes,35,Yes,Yes,DSL,No,Yes,No,No internet service,Yes,No internet service,One year,Yes,Electronic check,49.82,1743.7,No
Female,1,No,Yes,14,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,No,Mailed check,32.89,460.46000000000004,No
Female,0,No,No,61,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No,No internet service,Two year,No,Mailed check,97.32,5936.5199999999995,No
Female,0,No,No,15,Yes,Yes,DSL,No internet service,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),78.05,1170.75,Yes
